"group","names","scores","logfoldchanges","pvals","pvals_adj"
"Ba/Eo/Ma","CPA3",6.37027068579942,6.37027068579942,0,0
"Ba/Eo/Ma","LINC00535",6.31931922426028,6.31931922426028,0,0
"Ba/Eo/Ma","EPX",6.26406504184921,6.26406504184921,0,0
"Ba/Eo/Ma","GCSAML",6.16720059389834,6.16720059389834,0,0
"Ba/Eo/Ma","ATP10D",6.13509901858604,6.13509901858604,0,0
"Ba/Eo/Ma","SLC35F3",5.82185143871947,5.82185143871947,1.00647067484439e-239,2.9642574315517e-235
"Ba/Eo/Ma","HPGDS",5.78391533623244,5.78391533623244,0,0
"Ba/Eo/Ma","FAM83F",5.75932642667121,5.75932642667121,0,0
"Ba/Eo/Ma","MS4A4E",5.75216566940124,5.75216566940124,0,0
"Ba/Eo/Ma","INHA",5.70254003949117,5.70254003949117,0,0
"Ba/Eo/Ma","AC068413.1",5.53032281435304,5.53032281435304,0,0
"Ba/Eo/Ma","SLC24A3",5.47024576717521,5.47024576717521,0,0
"Ba/Eo/Ma","CRLF2",5.20427497509236,5.20427497509236,0,0
"Ba/Eo/Ma","IL3RA",5.19804957043057,5.19804957043057,0,0
"Ba/Eo/Ma","AC231533.1",5.11322447390485,5.11322447390485,0,0
"Ba/Eo/Ma","AC008568.1",5.03996345007256,5.03996345007256,2.51353016124575e-104,7.40284903090098e-100
"Ba/Eo/Ma","GLOD5",4.88811849199661,4.88811849199661,0,0
"Ba/Eo/Ma","GATA2",4.85947296725007,4.85947296725007,0,0
"Ba/Eo/Ma","SLC18A2",4.84554181946286,4.84554181946286,0,0
"Ba/Eo/Ma","FCER1A",4.84490626801155,4.84490626801155,0,0
"Ba/Eo/Ma","AL049647.1",4.84241294089968,4.84241294089968,1.03141049802524e-237,3.03771019878393e-233
"Ba/Eo/Ma","GALC",4.79606035607206,4.79606035607206,0,0
"Ba/Eo/Ma","PTGER3",4.78119649937707,4.78119649937707,1.17417071508857e-284,3.45816759007885e-280
"Ba/Eo/Ma","MTCL1",4.55475714309544,4.55475714309544,0,0
"Ba/Eo/Ma","LINC00106",4.49353689445408,4.49353689445408,1.16105426772693e-317,3.41953702930935e-313
"Ba/Eo/Ma","LINC02539",4.47799522081509,4.47799522081509,5.62831763002545e-231,1.6576521083951e-226
"Ba/Eo/Ma","FAM19A2",4.46474041219524,4.46474041219524,0,0
"Ba/Eo/Ma","RYR3",4.43049273141669,4.43049273141669,0,0
"Ba/Eo/Ma","RNASE2",4.33213401717159,4.33213401717159,0,0
"Ba/Eo/Ma","XACT",4.33109540909693,4.33109540909693,0,0
"Ba/Eo/Ma","MS4A3",4.3203136785139,4.3203136785139,0,0
"Ba/Eo/Ma","ANGPT2",4.26982254581256,4.26982254581256,2.39052263189526e-256,7.04056725545792e-252
"Ba/Eo/Ma","ELOVL7",4.23647697155554,4.23647697155554,2.15695555253348e-133,6.35266549332161e-129
"Ba/Eo/Ma","ASMTL-AS1",4.23160277679584,4.23160277679584,8.34897358923184e-235,2.45893970150056e-230
"Ba/Eo/Ma","NTRK1",4.18354410699762,4.18354410699762,2.69294589158701e-304,7.93126423990207e-300
"CD4+ T-Cell","CTLA4",6.99206289567673,6.99206289567673,0,0
"CD4+ T-Cell","NELL2",6.8627271457616,6.8627271457616,0,0
"CD4+ T-Cell","IL7R",6.79371931630181,6.79371931630181,0,0
"CD4+ T-Cell","LINC02273",6.52601582739585,6.52601582739585,0,0
"CD4+ T-Cell","LINC01891",6.51986212099811,6.51986212099811,0,0
"CD4+ T-Cell","AC010275.1",6.42285475025036,6.42285475025036,0,0
"CD4+ T-Cell","AL121935.1",6.29033980687108,6.29033980687108,0,0
"CD4+ T-Cell","CAMK4",6.19311559302521,6.19311559302521,0,0
"CD4+ T-Cell","CD28",6.04605722654177,6.04605722654177,0,0
"CD4+ T-Cell","CCR6",5.91368077213227,5.91368077213227,0,0
"CD4+ T-Cell","ICOS",5.89252657178148,5.89252657178148,0,0
"CD4+ T-Cell","CD5",5.65884661088984,5.65884661088984,0,0
"CD4+ T-Cell","ITK",5.65219822690804,5.65219822690804,0,0
"CD4+ T-Cell","CD2",5.57093272823561,5.57093272823561,0,0
"CD4+ T-Cell","CD6",5.54944664278303,5.54944664278303,0,0
"CD4+ T-Cell","CD40LG",5.52426504786339,5.52426504786339,0,0
"CD4+ T-Cell","AC010609.1",5.50724766486358,5.50724766486358,0,0
"CD4+ T-Cell","TRAC",5.48532678207217,5.48532678207217,0,0
"CD4+ T-Cell","BICDL1",5.45014432456679,5.45014432456679,0,0
"CD4+ T-Cell","AC013264.1",5.40484668271809,5.40484668271809,0,0
"CD4+ T-Cell","SIRPG",5.32402450653439,5.32402450653439,0,0
"CD4+ T-Cell","CD3E",5.31184723361758,5.31184723361758,0,0
"CD4+ T-Cell","TRBC1",5.25940382813512,5.25940382813512,0,0
"CD4+ T-Cell","KLRB1",5.24623770503822,5.24623770503822,0,0
"CD4+ T-Cell","BCL11B",5.23249387367666,5.23249387367666,0,0
"CD4+ T-Cell","TRAT1",5.20343670719363,5.20343670719363,0,0
"CD4+ T-Cell","MAL",5.19570161272467,5.19570161272467,0,0
"CD4+ T-Cell","CD3D",5.12036800199778,5.12036800199778,0,0
"CD4+ T-Cell","CD3G",5.09931826191627,5.09931826191627,0,0
"CD4+ T-Cell","ZNF831",5.09890697040285,5.09890697040285,0,0
"CD4+ T-Cell","THEMIS",5.09111327313137,5.09111327313137,0,0
"CD4+ T-Cell","SPOCK2",5.05285549466407,5.05285549466407,0,0
"CD4+ T-Cell","LINC00861",4.92471142242653,4.92471142242653,0,0
"CD4+ T-Cell","LCK",4.8485431805627,4.8485431805627,0,0
"CD4+ T-Cell","TRBC2",4.81754661295213,4.81754661295213,0,0
"CD4+ T-Cell","CCR7",4.76721051760197,4.76721051760197,0,0
"CD4+ T-Cell","AC136475.3",4.73149185338231,4.73149185338231,0,0
"CD4+ T-Cell","GPR171",4.70375677336546,4.70375677336546,0,0
"CD4+ T-Cell","CD247",4.67661831699787,4.67661831699787,0,0
"CD4+ T-Cell","GRAP2",4.6341525688354,4.6341525688354,0,0
"CD4+ T-Cell","GATA3",4.60311873942027,4.60311873942027,0,0
"CD4+ T-Cell","CD7",4.60035967008745,4.60035967008745,0,0
"CD4+ T-Cell","IL32",4.55735292960309,4.55735292960309,0,0
"CD4+ T-Cell","TC2N",4.47867005693091,4.47867005693091,0,0
"CD4+ T-Cell","UBASH3A",4.3986181305723,4.3986181305723,0,0
"CD4+ T-Cell","AL445686.2",4.39664419048109,4.39664419048109,0,0
"CD4+ T-Cell","PBX4",4.3305722111103,4.3305722111103,0,0
"CD4+ T-Cell","LINC01871",4.26791584148564,4.26791584148564,0,0
"CD4+ T-Cell","SCML4",4.26262657744763,4.26262657744763,0,0
"CD4+ T-Cell","CD96",4.21768095268029,4.21768095268029,0,0
"CD8+ T-Cell","GZMH",9.25146922513362,9.25146922513362,0,0
"CD8+ T-Cell","GNLY",8.65837599136849,8.65837599136849,0,0
"CD8+ T-Cell","XCL2",8.47503848211433,8.47503848211433,0,0
"CD8+ T-Cell","FCRL6",8.24816404361081,8.24816404361081,0,0
"CD8+ T-Cell","S1PR5",8.1329503308091,8.1329503308091,0,0
"CD8+ T-Cell","FASLG",8.00197959253211,8.00197959253211,0,0
"CD8+ T-Cell","EOMES",7.81180894420925,7.81180894420925,0,0
"CD8+ T-Cell","DTHD1",7.70984058950147,7.70984058950147,0,0
"CD8+ T-Cell","PRF1",7.68650396543872,7.68650396543872,0,0
"CD8+ T-Cell","KLRC1",7.33053558228069,7.33053558228069,0,0
"CD8+ T-Cell","IFNG",7.23545531613726,7.23545531613726,0,0
"CD8+ T-Cell","XCL1",7.21185096421442,7.21185096421442,0,0
"CD8+ T-Cell","GZMA",7.15722248587876,7.15722248587876,0,0
"CD8+ T-Cell","CRTAM",6.98964756113921,6.98964756113921,0,0
"CD8+ T-Cell","CCL5",6.93830976114453,6.93830976114453,0,0
"CD8+ T-Cell","CCL4",6.88882342562622,6.88882342562622,0,0
"CD8+ T-Cell","KLRF1",6.83030529988041,6.83030529988041,0,0
"CD8+ T-Cell","AC243829.4",6.76875884758945,6.76875884758945,0,0
"CD8+ T-Cell","CD8A",6.60357082649428,6.60357082649428,0,0
"CD8+ T-Cell","SH2D1A",6.48857011830437,6.48857011830437,0,0
"CD8+ T-Cell","NKG7",6.44642227449698,6.44642227449698,0,0
"CD8+ T-Cell","CD160",6.39725759948232,6.39725759948232,0,0
"CD8+ T-Cell","JAKMIP1",6.39139096169212,6.39139096169212,0,0
"CD8+ T-Cell","TNFRSF9",6.31714418364121,6.31714418364121,0,0
"CD8+ T-Cell","GZMM",6.27089131897723,6.27089131897723,0,0
"CD8+ T-Cell","CXCR6",6.25852368774911,6.25852368774911,0,0
"CD8+ T-Cell","IL2RB",6.15077473725853,6.15077473725853,0,0
"CD8+ T-Cell","KLRC4-KLRK1",6.12142275594738,6.12142275594738,0,0
"CD8+ T-Cell","CD8B",6.11044980346463,6.11044980346463,0,0
"CD8+ T-Cell","PYHIN1",6.08381891166291,6.08381891166291,0,0
"CD8+ T-Cell","LINC01871",5.989058056095,5.989058056095,0,0
"CD8+ T-Cell","CCL4L2",5.88446310251638,5.88446310251638,0,0
"CD8+ T-Cell","AC015849.1",5.8191355702985,5.8191355702985,0,0
"CD8+ T-Cell","SAMD3",5.78865769219945,5.78865769219945,0,0
"CD8+ T-Cell","PZP",5.74883711052839,5.74883711052839,0,0
"CD8+ T-Cell","TBX21",5.71285811064925,5.71285811064925,0,0
"CD8+ T-Cell","TNIP3",5.58295106084045,5.58295106084045,0,0
"CD8+ T-Cell","TRGC2",5.43403165308776,5.43403165308776,0,0
"CD8+ T-Cell","CD247",5.42392703855199,5.42392703855199,0,0
"CD8+ T-Cell","TIGIT",5.36690727615641,5.36690727615641,0,0
"CD8+ T-Cell","GZMK",5.34937566710482,5.34937566710482,0,0
"CD8+ T-Cell","LINC00861",5.20362852786967,5.20362852786967,0,0
"CD8+ T-Cell","CD3G",5.18385459000908,5.18385459000908,0,0
"CD8+ T-Cell","SH2D2A",5.16870880326824,5.16870880326824,0,0
"CD8+ T-Cell","SLA2",5.16555108659031,5.16555108659031,0,0
"CD8+ T-Cell","AC093010.2",5.15504858163386,5.15504858163386,0,0
"CD8+ T-Cell","PDCD1",5.14577657575676,5.14577657575676,0,0
"CD8+ T-Cell","CD3D",5.14120878966355,5.14120878966355,0,0
"CD8+ T-Cell","THEMIS",5.11315662168946,5.11315662168946,0,0
"CD8+ T-Cell","TC2N",4.99049872975818,4.99049872975818,0,0
"CLP","TRBVB",6.9567713569697,6.9567713569697,0,0
"CLP","PCAT14",6.5136615967074,6.5136615967074,0,0
"CLP","AL096799.1",6.05093576799573,6.05093576799573,0,0
"CLP","TRH",5.3344623538435,5.3344623538435,0,0
"CLP","CLNK",5.17972246320296,5.17972246320296,0,0
"CLP","UMODL1",5.1610689828242,5.1610689828242,0,0
"CLP","AC132807.2",5.01652232608011,5.01652232608011,0,0
"CLP","GALR2",4.91835813317129,4.91835813317129,8.35227911776793e-243,2.45991324576501e-238
"CLP","AL354949.1",4.91008181103939,4.91008181103939,1.4535646100432e-307,4.28103848949923e-303
"CLP","NPTX2",4.8912251414006,4.8912251414006,0,0
"CLP","AC016735.1",4.86582334398136,4.86582334398136,8.66555538757913e-308,2.5521793727498e-303
"CLP","BAALC",4.82574589187846,4.82574589187846,0,0
"CLP","CAPSL",4.6432372208348,4.6432372208348,1.018058992096e-315,2.99838734352114e-311
"CLP","ILDR2",4.62885366162892,4.62885366162892,1.41213505590036e-206,4.15902016663774e-202
"CLP","ACY3",4.60689895135473,4.60689895135473,2.54896898781471e-126,7.5072234629119e-122
"CLP","AC074327.1",4.40968524096163,4.40968524096163,0,0
"CLP","SCN3A",4.1858956698077,4.1858956698077,0,0
"CLP","LINC01811",4.14206718128069,4.14206718128069,2.79558450898293e-285,8.23355549585653e-281
"CLP","RET",4.14164127705801,4.14164127705801,0,0
"CLP","ATP1A3",4.10972449778741,4.10972449778741,1.22836511683746e-312,3.61778094210969e-308
"CLP","MYOM2",4.08579306926306,4.08579306926306,7.74836132921423e-142,2.28204737868018e-137
"CLP","IL4I1",4.06271955224287,4.06271955224287,2.14065223643082e-41,6.30464896673605e-37
"CLP","LINC01983",4.04398378643503,4.04398378643503,1.63320530834991e-231,4.81011627415217e-227
"CLP","AP000345.2",4.02499555105028,4.02499555105028,1.98826548439286e-250,5.85583950463385e-246
"CLP","LRRC26",3.9984495603759,3.9984495603759,0,0
"CLP","NEGR1",3.93795670917782,3.93795670917782,0,0
"CLP","TRBV28",3.88455483503792,3.88455483503792,0,0
"CLP","S100Z",3.84902008071684,3.84902008071684,0,0
"CLP","SPINK2",3.81428081023193,3.81428081023193,0,0
"CLP","BAALC-AS1",3.7011963329493,3.7011963329493,0,0
"CLP","BAALC-AS2",3.67311159501716,3.67311159501716,4.50193930323716e-148,1.32591116358941e-143
"CLP","LINC00865",3.64262196767191,3.64262196767191,8.26442267230588e-106,2.43403776544753e-101
"CLP","AC125603.2",3.61044593640502,3.61044593640502,1.73498760247438e-124,5.10988548680754e-120
"CLP","AC002454.1",3.60140836360509,3.60140836360509,0,0
"CLP","TMIGD2",3.60006064863164,3.60006064863164,0,0
"CLP","ADA",3.57877032320396,3.57877032320396,0,0
"CLP","AC004540.2",3.56306537121756,3.56306537121756,1.75101610907589e-95,5.15709264445031e-91
"CLP","LAIR1",3.50583093366301,3.50583093366301,0,0
"CLP","TOX2",3.48834370088035,3.48834370088035,3.5197795644644e-77,1.03664547732606e-72
"CLP","FLT3",3.46236179046209,3.46236179046209,0,0
"CLP","NKD2",3.45529464904124,3.45529464904124,3.87404488371216e-181,1.14098369915091e-176
"CLP","SHD",3.44223432181833,3.44223432181833,6.58047450134047e-86,1.9380813501348e-81
"CLP","SPOCK3",3.41732886681689,3.41732886681689,7.57667320384001e-120,2.23148179199496e-115
"CLP","TNFSF4",3.38149899123364,3.38149899123364,1.70352322812844e-300,5.01721661148388e-296
"CLP","UHRF1",3.37685251672306,3.37685251672306,0,0
"CLP","DNTT",3.35519578163777,3.35519578163777,0,0
"CLP","ATP6V0A4",3.32966077100638,3.32966077100638,8.80206339455511e-113,2.59238371096437e-108
"CLP","ARL5C",3.31833628891733,3.31833628891733,5.14609782718784e-179,1.51562873206336e-174
"CLP","SMIM24",3.31559908955743,3.31559908955743,0,0
"CLP","LINC00426",3.28833401018341,3.28833401018341,0,0
"Cycling DCs","KIF1A",7.19130422843991,7.19130422843991,0,0
"Cycling DCs","SCT",6.7999286030633,6.7999286030633,0,0
"Cycling DCs","PROC",6.39722590610446,6.39722590610446,0,0
"Cycling DCs","PACSIN1",6.2383093205455,6.2383093205455,0,0
"Cycling DCs","SLC32A1",6.08659303872696,6.08659303872696,0,0
"Cycling DCs","SHD",6.04142705175249,6.04142705175249,0,0
"Cycling DCs","SIGLEC6",5.87855396252268,5.87855396252268,0,0
"Cycling DCs","AC097375.1",5.7527573667094,5.7527573667094,0,0
"Cycling DCs","VASH2",5.69106153268381,5.69106153268381,0,0
"Cycling DCs","LINC01478",5.56739083069412,5.56739083069412,0,0
"Cycling DCs","LINC02132",5.53350893033085,5.53350893033085,0,0
"Cycling DCs","SLITRK5",5.45596161474338,5.45596161474338,0,0
"Cycling DCs","PLD4",5.43902430937185,5.43902430937185,0,0
"Cycling DCs","AC011893.1",5.4135560314111,5.4135560314111,1.25515233241609e-240,3.69667464943188e-236
"Cycling DCs","LINC01724",5.36688401747592,5.36688401747592,2.72704929922025e-296,8.03170559606349e-292
"Cycling DCs","CLEC4C",5.31938065704858,5.31938065704858,0,0
"Cycling DCs","ILDR2",5.30773454662909,5.30773454662909,0,0
"Cycling DCs","CUX2",5.29257797648302,5.29257797648302,0,0
"Cycling DCs","KCNK10",5.28361310837785,5.28361310837785,0,0
"Cycling DCs","LILRA4",5.26073496330212,5.26073496330212,0,0
