"group","names","scores","logfoldchanges","pvals","pvals_adj"
"Cycling DCs","AC119428.2",5.23367818254171,5.23367818254171,0,0
"Cycling DCs","LILRB4",5.11890853872383,5.11890853872383,0,0
"Cycling DCs","HMSD",5.06833264900277,5.06833264900277,0,0
"Cycling DCs","CEP55",5.04691121232062,5.04691121232062,0,0
"Cycling DCs","TIFAB",4.98730038131021,4.98730038131021,1.16962802060381e-310,3.44478844628233e-306
"Cycling DCs","FAM111B",4.9801806736921,4.9801806736921,0,0
"Cycling DCs","SMPD3",4.89826812369042,4.89826812369042,0,0
"Cycling DCs","IRF8",4.87373634381726,4.87373634381726,0,0
"Cycling DCs","AC027627.1",4.85759530449718,4.85759530449718,2.65651791369775e-147,7.82397655942262e-143
"Cycling DCs","SPIB",4.83161947187412,4.83161947187412,0,0
"Cycling DCs","MS4A4A",4.82701253298129,4.82701253298129,0,0
"Cycling DCs","TNNI2",4.78882013833228,4.78882013833228,0,0
"Cycling DCs","HIST1H4L",4.78378024776049,4.78378024776049,0,0
"Cycling DCs","SLC35F3",4.77843040821006,4.77843040821006,0,0
"Cycling DCs","HIST1H2BL",4.70184499898917,4.70184499898917,0,0
"Cycling DCs","CTSV",4.6783935781063,4.6783935781063,0,0
"Cycling DCs","AC010616.2",4.61835289362719,4.61835289362719,2.29272291750995e-129,6.75252753665029e-125
"Cycling DCs","FSTL4",4.56143525916373,4.56143525916373,5.9414153206024e-95,1.74986564022382e-90
"Cycling DCs","CDHR5",4.55630756026139,4.55630756026139,3.85421517796948e-169,1.13514345421557e-164
"Cycling DCs","DIAPH3-AS2",4.54778812323011,4.54778812323011,3.64043766496309e-122,1.07218170108493e-117
"Cycling DCs","HIST1H3B",4.50499634542592,4.50499634542592,0,0
"Cycling DCs","TLR7",4.48746851311042,4.48746851311042,0,0
"Cycling DCs","C12orf75",4.48394714274791,4.48394714274791,1.16511600536999e-286,3.43149965901569e-282
"Cycling DCs","C2orf48",4.42961632415141,4.42961632415141,0,0
"Cycling DCs","IRF7",4.42566022160436,4.42566022160436,8.3295676474858e-277,2.45322426353752e-272
"Cycling DCs","HIST1H2AB",4.40975036112515,4.40975036112515,0,0
"Cycling DCs","HIST1H2AJ",4.39249544456626,4.39249544456626,0,0
"Cycling DCs","HIST1H1B",4.35626673692864,4.35626673692864,0,0
"Cycling DCs","RET",4.34317028116099,4.34317028116099,0,0
"Cycling DCs","E2F7",4.33875068785766,4.33875068785766,0,0
"Cycling HSPC","IQGAP3",3.95084949143496,3.95084949143496,0,0
"Cycling HSPC","GPR12",3.95039527057459,3.95039527057459,0,0
"Cycling HSPC","SAPCD2",3.89015697915216,3.89015697915216,0,0
"Cycling HSPC","MPO",3.88946966286139,3.88946966286139,0,0
"Cycling HSPC","PRTN3",3.81490302302651,3.81490302302651,0,0
"Cycling HSPC","POLQ",3.7306400219076,3.7306400219076,0,0
"Cycling HSPC","ELANE",3.72980544410271,3.72980544410271,0,0
"Cycling HSPC","C1QTNF4",3.70730938952316,3.70730938952316,0,0
"Cycling HSPC","RDM1",3.70700705308377,3.70700705308377,0,0
"Cycling HSPC","LKAAEAR1",3.6429124934035,3.6429124934035,0,0
"Cycling HSPC","CDCA5",3.61229631562705,3.61229631562705,0,0
"Cycling HSPC","DIAPH3",3.58881298062956,3.58881298062956,0,0
"Cycling HSPC","PRSS57",3.58464263988124,3.58464263988124,0,0
"Cycling HSPC","AC132807.2",3.55577933264716,3.55577933264716,0,0
"Cycling HSPC","SMIM24",3.5397215991852,3.5397215991852,0,0
"Cycling HSPC","AL355922.1",3.53914844209896,3.53914844209896,0,0
"Cycling HSPC","C2orf48",3.5081399825856,3.5081399825856,0,0
"Cycling HSPC","AZU1",3.50511922164717,3.50511922164717,0,0
"Cycling HSPC","CDC45",3.5043281314487,3.5043281314487,0,0
"Cycling HSPC","CLDN10",3.47766531578316,3.47766531578316,0,0
"Cycling HSPC","AC087632.1",3.46590009430108,3.46590009430108,0,0
"Cycling HSPC","XRCC2",3.44499748969428,3.44499748969428,0,0
"Cycling HSPC","DTL",3.4324945592948,3.4324945592948,0,0
"Cycling HSPC","KCNE5",3.43238992032905,3.43238992032905,0,0
"Cycling HSPC","CTSG",3.43217358074493,3.43217358074493,0,0
"Cycling HSPC","NPW",3.4313388838273,3.4313388838273,0,0
"Cycling HSPC","BUB1B-PAK6",3.40719715876927,3.40719715876927,0,0
"Cycling HSPC","TERT",3.40609186995239,3.40609186995239,0,0
"Cycling HSPC","SKA3",3.39685673225162,3.39685673225162,0,0
"Cycling HSPC","CDCA7",3.39107167146141,3.39107167146141,0,0
"Cycling HSPC","TCEAL5",3.38273065707134,3.38273065707134,0,0
"Cycling HSPC","CDC25A",3.36660241048754,3.36660241048754,0,0
"Cycling HSPC","PROM1",3.36023627065644,3.36023627065644,0,0
"Cycling HSPC","AC016205.1",3.3575905337394,3.3575905337394,0,0
"Cycling HSPC","ASPM",3.35540138172914,3.35540138172914,0,0
"Cycling HSPC","CPA3",3.33156312054272,3.33156312054272,0,0
"Cycling HSPC","EXO1",3.32816493693836,3.32816493693836,0,0
"Cycling HSPC","MCM10",3.30880870901093,3.30880870901093,0,0
"Cycling HSPC","SHCBP1",3.30588233483293,3.30588233483293,0,0
"Cycling HSPC","IGLON5",3.29227593197925,3.29227593197925,0,0
"Cycling HSPC","BRIP1",3.28137185331886,3.28137185331886,0,0
"Cycling HSPC","NEK2",3.23934100379384,3.23934100379384,0,0
"Cycling HSPC","STAR",3.22415981319748,3.22415981319748,0,0
"Cycling HSPC","TK1",3.21739386994014,3.21739386994014,0,0
"Cycling HSPC","TTK",3.19493290013038,3.19493290013038,0,0
"Cycling HSPC","ORC6",3.1911019938269,3.1911019938269,0,0
"Cycling HSPC","AC109779.1",3.19054695439545,3.19054695439545,1.27209715294933e-291,3.74658053486638e-287
"Cycling HSPC","MELK",3.18735720949116,3.18735720949116,0,0
"Cycling HSPC","SUCNR1",3.17191277459696,3.17191277459696,0,0
"Cycling HSPC","SCG5",3.16446599795762,3.16446599795762,0,0
"Early Myeloid Progenitor","DEFA3",9.0670848259902,9.0670848259902,0,0
"Early Myeloid Progenitor","DEFA4",8.7008989682256,8.7008989682256,0,0
"Early Myeloid Progenitor","AC104232.1",7.24654379091923,7.24654379091923,0,0
"Early Myeloid Progenitor","CEACAM6",7.10138035835334,7.10138035835334,0,0
"Early Myeloid Progenitor","SLC28A3",6.74033633330952,6.74033633330952,0,0
"Early Myeloid Progenitor","ANKRD18A",6.67574884501636,6.67574884501636,0,0
"Early Myeloid Progenitor","HS3ST5",5.96989289536677,5.96989289536677,0,0
"Early Myeloid Progenitor","AADACL2-AS1",5.966816078219,5.966816078219,0,0
"Early Myeloid Progenitor","FAM95C",5.96150509457924,5.96150509457924,0,0
"Early Myeloid Progenitor","BPI",5.62293788026496,5.62293788026496,0,0
"Early Myeloid Progenitor","MS4A3",5.50544463486567,5.50544463486567,0,0
"Early Myeloid Progenitor","RNASE3",5.16216655835941,5.16216655835941,0,0
"Early Myeloid Progenitor","ANLN",5.07108852586322,5.07108852586322,3.08573228380278e-227,9.08809872225595e-223
"Early Myeloid Progenitor","SUCNR1",4.81782179910893,4.81782179910893,0,0
"Early Myeloid Progenitor","ATP8B4",4.7109176972037,4.7109176972037,0,0
"Early Myeloid Progenitor","NEIL3",4.68726573171947,4.68726573171947,2.94112939238728e-159,8.66221428645903e-155
"Early Myeloid Progenitor","AZU1",4.65697961165106,4.65697961165106,0,0
"Early Myeloid Progenitor","CTSG",4.6320141359384,4.6320141359384,3.54516867779398e-312,1.04412307898388e-307
"Early Myeloid Progenitor","AFF2",4.55449958675136,4.55449958675136,0,0
"Early Myeloid Progenitor","AL157371.2",4.50562829585838,4.50562829585838,1.23841785435389e-171,3.64738826464306e-167
"Early Myeloid Progenitor","ABCA13",4.49226237773352,4.49226237773352,0,0
"Early Myeloid Progenitor","PIWIL4",4.48921605913257,4.48921605913257,0,0
"Early Myeloid Progenitor","CEACAM8",4.42461696293096,4.42461696293096,0,0
"Early Myeloid Progenitor","TCTEX1D1",4.42078997094416,4.42078997094416,1.6625436100558e-123,4.89652344033635e-119
"Early Myeloid Progenitor","PKP2",4.40529101153311,4.40529101153311,2.75380832892392e-105,8.11051629034671e-101
"Early Myeloid Progenitor","SLC15A2",4.4025310214956,4.4025310214956,4.13122595406108e-218,1.21672866799007e-213
"Early Myeloid Progenitor","CLEC5A",4.28110491169444,4.28110491169444,0,0
"Early Myeloid Progenitor","SHCBP1",4.27530929051882,4.27530929051882,7.23975808967982e-113,2.1322535525725e-108
"Early Myeloid Progenitor","BRIP1",4.2508572955832,4.2508572955832,6.06473225853111e-292,1.78618494478258e-287
"Early Myeloid Progenitor","ELANE",4.22432897305711,4.22432897305711,0,0
"Early Myeloid Progenitor","MCU",4.20952499684145,4.20952499684145,0,0
"Early Myeloid Progenitor","CORO2A",4.17843551463907,4.17843551463907,0,0
"Early Myeloid Progenitor","TENT5A",4.15367057373089,4.15367057373089,0,0
"Early Myeloid Progenitor","AC016205.1",4.11368862995122,4.11368862995122,0,0
"Early Myeloid Progenitor","POLQ",4.09316626079774,4.09316626079774,2.41605902753309e-92,7.11577704789045e-88
"Early Myeloid Progenitor","TRGC1",4.09043349879841,4.09043349879841,1.00927475067284e-116,2.97251599568165e-112
"Early Myeloid Progenitor","ECT2",4.08732031883117,4.08732031883117,4.23744452792627e-67,1.24801216236484e-62
"Early Myeloid Progenitor","SLC26A8",4.06094090939799,4.06094090939799,6.47483676038761e-208,1.90696892266936e-203
"Early Myeloid Progenitor","STOX2",4.05128140971976,4.05128140971976,0,0
"Early Myeloid Progenitor","AC091057.6",3.98736064299292,3.98736064299292,2.89935602239326e-56,8.53918335715264e-52
"Early Myeloid Progenitor","DGKG",3.94847265943384,3.94847265943384,0,0
"Early Myeloid Progenitor","CLTCL1",3.93619931576633,3.93619931576633,0,0
"Early Myeloid Progenitor","POLE",3.93597887728599,3.93597887728599,2.16146476402885e-141,6.36594602301777e-137
"Early Myeloid Progenitor","KNL1",3.92947319379433,3.92947319379433,1.50579634554313e-124,4.43487139689362e-120
"Early Myeloid Progenitor","BUB1B",3.91724488636933,3.91724488636933,1.10929122515782e-41,3.26708451633482e-37
"Early Myeloid Progenitor","PCBP3",3.90959756631851,3.90959756631851,0,0
"Early Myeloid Progenitor","KIF14",3.89310200817791,3.89310200817791,1.40124692174973e-35,4.12695243393729e-31
"Early Myeloid Progenitor","LIN7A",3.88864109484568,3.88864109484568,0,0
"Early Myeloid Progenitor","COL23A1",3.88519634678594,3.88519634678594,6.45716631261257e-190,1.90176462239065e-185
"Early Myeloid Progenitor","SLC2A5",3.86699637222504,3.86699637222504,5.73688330138178e-91,1.68962686992296e-86
"Erythroblast","AL162464.1",5.09319079232269,5.09319079232269,0,0
"Erythroblast","SLC25A21",5.07797394831585,5.07797394831585,0,0
"Erythroblast","KEL",5.05894394064188,5.05894394064188,0,0
"Erythroblast","AC011257.1",4.95866195065729,4.95866195065729,0,0
"Erythroblast","RHAG",4.92961251581982,4.92961251581982,0,0
"Erythroblast","AL162464.2",4.81746209898027,4.81746209898027,0,0
"Erythroblast","ACSBG1",4.7181343389281,4.7181343389281,0,0
"Erythroblast","ANK1",4.69867618112427,4.69867618112427,0,0
"Erythroblast","NMU",4.65603225562773,4.65603225562773,0,0
"Erythroblast","TFR2",4.63412828102802,4.63412828102802,0,0
"Erythroblast","CTSE",4.63359703384755,4.63359703384755,0,0
"Erythroblast","GAD1",4.5953066357491,4.5953066357491,0,0
"Erythroblast","SMILR",4.56695111453141,4.56695111453141,0,0
"Erythroblast","SLC10A4",4.46219485857407,4.46219485857407,0,0
"Erythroblast","CCDC26",4.41000949678528,4.41000949678528,0,0
"Erythroblast","AC007656.1",4.40146180939992,4.40146180939992,0,0
"Erythroblast","ALOX12B",4.37860915066516,4.37860915066516,0,0
"Erythroblast","RNF182",4.28446195587559,4.28446195587559,0,0
"Erythroblast","PNMT",4.26009077561577,4.26009077561577,0,0
"Erythroblast","UBE2C",4.23539183370225,4.23539183370225,0,0
"Erythroblast","FAM178B",4.187608729911,4.187608729911,0,0
"Erythroblast","SEC14L3",4.18681882289383,4.18681882289383,0,0
"Erythroblast","PTH2R",4.15216407535368,4.15216407535368,0,0
"Erythroblast","UCA1",4.15158640889578,4.15158640889578,0,0
"Erythroblast","COL6A5",4.13964737710168,4.13964737710168,0,0
"Erythroblast","LINC02046",4.11311513913474,4.11311513913474,0,0
"Erythroblast","PKLR",4.0794566753839,4.0794566753839,0,0
"Erythroblast","AC055874.1",4.02598663661228,4.02598663661228,0,0
"Erythroblast","HBD",4.00194679594446,4.00194679594446,0,0
"Erythroblast","KCNH2",3.999607499021,3.999607499021,0,0
"Erythroblast","GATA1",3.94237776983798,3.94237776983798,0,0
"Erythroblast","GYPA",3.93611883271376,3.93611883271376,0,0
"Erythroblast","PCAT18",3.93194225413533,3.93194225413533,0,0
"Erythroblast","RYR3",3.90629233797771,3.90629233797771,0,0
"Erythroblast","HMMR",3.90267713281102,3.90267713281102,0,0
"Erythroblast","ADD2",3.89678850196114,3.89678850196114,0,0
"Erythroblast","AC108136.1",3.8800903995512,3.8800903995512,0,0
"Erythroblast","PLK1",3.87829604752202,3.87829604752202,0,0
"Erythroblast","XACT",3.85461194764598,3.85461194764598,0,0
"Erythroblast","KLF1",3.83599746883518,3.83599746883518,0,0
"Erythroblast","FAM72C",3.82555657048277,3.82555657048277,0,0
"Erythroblast","DLGAP5",3.81844051575126,3.81844051575126,0,0
"Erythroblast","XK",3.81412408111386,3.81412408111386,0,0
"Erythroblast","CDCA3",3.78514894265948,3.78514894265948,0,0
"Erythroblast","KIAA1211",3.7675674391811,3.7675674391811,0,0
"Erythroblast","DPP10",3.73459584223378,3.73459584223378,0,0
"Erythroblast","ST6GALNAC1",3.73398901432708,3.73398901432708,0,0
"Erythroblast","HIST1H2AI",3.71752038698258,3.71752038698258,0,0
"Erythroblast","DEPDC1",3.7146387029988,3.7146387029988,0,0
"Erythroblast","CDC20",3.71043033161647,3.71043033161647,0,0
"Fibro-MSC","ZNF385B",8.23519669711081,8.23519669711081,0,0
"Fibro-MSC","PRG4",8.19246505350882,8.19246505350882,0,0
"Fibro-MSC","FAM180B",8.06777399519288,8.06777399519288,0,0
"Fibro-MSC","CILP",7.95219522025841,7.95219522025841,0,0
"Fibro-MSC","PLA2G2A",7.93573095271253,7.93573095271253,0,0
"Fibro-MSC","CRTAC1",7.65995352395407,7.65995352395407,0,0
"Fibro-MSC","RBP4",7.64612495355368,7.64612495355368,0,0
"Fibro-MSC","COMP",7.61355460358673,7.61355460358673,0,0
"Fibro-MSC","MFAP5",7.55069793770619,7.55069793770619,0,0
"Fibro-MSC","DLX4",7.4179567584367,7.4179567584367,0,0
"Fibro-MSC","NOX4",7.40856282990246,7.40856282990246,0,0
"Fibro-MSC","HAPLN1",7.34472478072775,7.34472478072775,0,0
"Fibro-MSC","CRLF1",7.27275648140877,7.27275648140877,0,0
"Fibro-MSC","SPSB4",7.09731321969082,7.09731321969082,0,0
"Fibro-MSC","SIX3",7.03289157834353,7.03289157834353,0,0
"Fibro-MSC","LINC01411",6.97151751511907,6.97151751511907,0,0
"Fibro-MSC","FAM43B",6.97146977323956,6.97146977323956,0,0
"Fibro-MSC","FAM180A",6.89324366781699,6.89324366781699,0,0
"Fibro-MSC","MIA",6.84417971319658,6.84417971319658,0,0
"Fibro-MSC","SFRP2",6.781895743727,6.781895743727,0,0
"Fibro-MSC","MASP1",6.69803377853243,6.69803377853243,0,0
"Fibro-MSC","LRRN4CL",6.67740616864126,6.67740616864126,0,0
"Fibro-MSC","ASPN",6.66321164500087,6.66321164500087,0,0
"Fibro-MSC","AP000842.2",6.64814993596119,6.64814993596119,0,0
"Fibro-MSC","OGN",6.62171314751656,6.62171314751656,0,0
"Fibro-MSC","BDKRB1",6.55980056042918,6.55980056042918,0,0
"Fibro-MSC","HAS1",6.54003703537133,6.54003703537133,0,0
"Fibro-MSC","AC007920.2",6.48357826011835,6.48357826011835,0,0
"Fibro-MSC","HHIPL2",6.46155586076312,6.46155586076312,0,0
"Fibro-MSC","PDPN",6.43270467568256,6.43270467568256,0,0
"Fibro-MSC","AL117190.1",6.396723365277,6.396723365277,0,0
"Fibro-MSC","AC092958.1",6.37419803269321,6.37419803269321,0,0
"Fibro-MSC","ECM1",6.36023154714054,6.36023154714054,0,0
"Fibro-MSC","LRP1B",6.32732501679355,6.32732501679355,0,0
"Fibro-MSC","TMEM196",6.31748294100923,6.31748294100923,0,0
"Fibro-MSC","GABRA4",6.1293615840829,6.1293615840829,0,0
"Fibro-MSC","CLU",6.10565617531448,6.10565617531448,0,0
"Fibro-MSC","MEG3",6.09236405302388,6.09236405302388,0,0
"Fibro-MSC","THBS4",6.07166798333741,6.07166798333741,0,0
"Fibro-MSC","CYP27C1",6.02428214012039,6.02428214012039,0,0
"Fibro-MSC","SERPINA5",6.00461405050924,6.00461405050924,0,0
"Fibro-MSC","C16orf89",5.93367131019727,5.93367131019727,0,0
"Fibro-MSC","BTC",5.91270376978271,5.91270376978271,0,0
"Fibro-MSC","VSIG10L2",5.90305061452969,5.90305061452969,0,0
"Fibro-MSC","WISP2",5.85476817659051,5.85476817659051,0,0
"Fibro-MSC","TPPP3",5.83166958207406,5.83166958207406,0,0
"Fibro-MSC","DEFB1",5.82785082982204,5.82785082982204,0,0
"Fibro-MSC","MEG8",5.80450265847479,5.80450265847479,0,0
"Fibro-MSC","MFAP4",5.77826560483341,5.77826560483341,0,0
"Fibro-MSC","ZIC1",5.77227790285217,5.77227790285217,0,0
"GMP","MPO",4.99048351671466,4.99048351671466,0,0
"GMP","KCNE5",4.94828117798134,4.94828117798134,0,0
"GMP","PPP1R27",4.85175625504158,4.85175625504158,0,0
"GMP","PRTN3",4.52876455795073,4.52876455795073,0,0
"GMP","AL355922.1",4.43752107776322,4.43752107776322,0,0
"GMP","CYP2S1",4.37431952846725,4.37431952846725,0,0
"GMP","ELANE",4.19723523453048,4.19723523453048,0,0
"GMP","C1QTNF4",4.02972738648027,4.02972738648027,0,0
"GMP","AZU1",3.9461825791857,3.9461825791857,0,0
"GMP","CTSG",3.94124433542046,3.94124433542046,0,0
"GMP","SLC16A10",3.88703500116056,3.88703500116056,0,0
"GMP","PRSS57",3.8217858533246,3.8217858533246,0,0
"GMP","ABHD17C",3.70311290676002,3.70311290676002,0,0
"GMP","CEMIP",3.62269644620871,3.62269644620871,0,0
"GMP","F13A1",3.57432488120135,3.57432488120135,0,0
"GMP","CLDN10",3.52896566118663,3.52896566118663,0,0
"GMP","AC020656.1",3.51636960044999,3.51636960044999,0,0
"GMP","GAL3ST2",3.50854697304662,3.50854697304662,0,0
"GMP","SMIM24",3.50167306322419,3.50167306322419,0,0
"GMP","SERPINI2",3.48638389155351,3.48638389155351,0,0
"GMP","PRLR",3.45446576065156,3.45446576065156,0,0
"GMP","EREG",3.45369870262791,3.45369870262791,0,0
"GMP","RAB7B",3.43532085127196,3.43532085127196,0,0
"GMP","NTSR1",3.36297894524662,3.36297894524662,0,0
"GMP","COL23A1",3.35697703750741,3.35697703750741,0,0
"GMP","RNASE2",3.35143714477451,3.35143714477451,0,0
"GMP","PLPPR3",3.32293737140316,3.32293737140316,0,0
"GMP","CD33",3.320115152096,3.320115152096,0,0
"GMP","KBTBD11",3.31954085663516,3.31954085663516,0,0
"GMP","NPW",3.31833932906386,3.31833932906386,0,0
"GMP","LYZ",3.30592462307112,3.30592462307112,0,0
"GMP","AC074327.1",3.26527215031562,3.26527215031562,0,0
"GMP","PROM1",3.24660820368437,3.24660820368437,0,0
"GMP","CDCA7",3.2385274749358,3.2385274749358,0,0
"GMP","AC021594.2",3.23581406311733,3.23581406311733,0,0
"GMP","SPNS3",3.23085983919678,3.23085983919678,0,0
"GMP","EMILIN2",3.23016332906829,3.23016332906829,0,0
"GMP","NEU4",3.2078557444764,3.2078557444764,0,0
"GMP","FCGR1A",3.18250991653746,3.18250991653746,0,0
"GMP","CRYGD",3.16211611920203,3.16211611920203,0,0
"GMP","CPA3",3.13007715513321,3.13007715513321,0,0
"GMP","RNASE3",3.12206465950853,3.12206465950853,0,0
"GMP","WDR49",3.09707621121103,3.09707621121103,0,0
"GMP","P2RY2",3.03691313502414,3.03691313502414,0,0
"GMP","CRLF2",3.005508413172,3.005508413172,0,0
"GMP","FLT3",3.00462292964975,3.00462292964975,0,0
"GMP","AREG",2.9942290880808,2.9942290880808,0,0
"GMP","LINC00854",2.97591713669116,2.97591713669116,0,0
"GMP","IGLON5",2.97545454821247,2.97545454821247,0,0
"GMP","SUCNR1",2.9316896895128,2.9316896895128,0,0
"HSC","AVP",7.01983130401479,7.01983130401479,0,0
"HSC","DLK1",6.87007776209763,6.87007776209763,0,0
"HSC","AC011139.1",6.66139617590432,6.66139617590432,0,0
"HSC","LINC00484",6.3463699909278,6.3463699909278,0,0
"HSC","SLC1A6",6.26995917305109,6.26995917305109,0,0
"HSC","CDH7",5.9954870054361,5.9954870054361,0,0
"HSC","AJ009632.2",5.99228204371814,5.99228204371814,0,0
"HSC","ZNF804B",5.88585127202816,5.88585127202816,0,0
"HSC","CRHBP",5.81534980775115,5.81534980775115,0,0
"HSC","IL12A-AS1",5.65961632158505,5.65961632158505,0,0
"HSC","FAM133A",5.54594719707088,5.54594719707088,0,0
"HSC","LINC01122",5.00210588786277,5.00210588786277,0,0
"HSC","DYTN",4.87642714081981,4.87642714081981,0,0
"HSC","LINC02232",4.86983776635183,4.86983776635183,0,0
"HSC","ZNF385D-AS2",4.75716786334181,4.75716786334181,0,0
"HSC","PRKG2",4.75685565967345,4.75685565967345,0,0
"HSC","SVOPL",4.67299633658348,4.67299633658348,0,0
"HSC","HOXB-AS3",4.62738724676008,4.62738724676008,0,0
"HSC","EPGN",4.60904967404715,4.60904967404715,0,0
"HSC","CCDC42",4.59460846467598,4.59460846467598,0,0
"HSC","AC004593.1",4.55058056329904,4.55058056329904,0,0
"HSC","CCDC175",4.53114399474823,4.53114399474823,0,0
"HSC","BEX1",4.46252115218416,4.46252115218416,0,0
"HSC","CLEC9A",4.45789658283259,4.45789658283259,0,0
"HSC","ARNTL2-AS1",4.40543090525298,4.40543090525298,0,0
"HSC","LINC02573",4.36616352328661,4.36616352328661,0,0
"HSC","TCEAL5",4.32525705510573,4.32525705510573,0,0
"HSC","GPC5",4.29566144662239,4.29566144662239,0,0
"HSC","CALN1",4.23793748468716,4.23793748468716,0,0
"HSC","SPOCK3",4.19502094056988,4.19502094056988,0,0
"HSC","AC010880.1",4.17016899283377,4.17016899283377,0,0
"HSC","CRYGD",4.10804762236036,4.10804762236036,0,0
"HSC","CXCL3",4.07390814374848,4.07390814374848,0,0
"HSC","CHMP1B",4.05695079840118,4.05695079840118,0,0
"HSC","AC010737.1",4.04803912567355,4.04803912567355,0,0
"HSC","SPINK2",4.0347446449838,4.0347446449838,0,0
"HSC","SV2C",4.01651533655769,4.01651533655769,0,0
"HSC","LINC01798",4.00342729178089,4.00342729178089,0,0
"HSC","SMIM6",3.94038828474996,3.94038828474996,0,0
"HSC","ALDH1A1",3.92844729337195,3.92844729337195,0,0
"HSC","AC004540.2",3.9057265005579,3.9057265005579,0,0
"HSC","TMEM163",3.89924629635147,3.89924629635147,0,0
"HSC","PDZK1IP1",3.89559084152645,3.89559084152645,0,0
"HSC","AC008568.1",3.88882108148035,3.88882108148035,0,0
"HSC","REN",3.88011200089638,3.88011200089638,0,0
"HSC","ATP6V0A4",3.85900876640292,3.85900876640292,0,0
"HSC","AREG",3.85081746488292,3.85081746488292,0,0
"HSC","C3orf80",3.8446783449599,3.8446783449599,0,0
"HSC","CDH9",3.83431666635769,3.83431666635769,0,0
"HSC","P2RY12",3.83069830409752,3.83069830409752,0,0
"Late Erythroid","AHSP",7.51524823423832,7.51524823423832,0,0
"Late Erythroid","CA1",7.11906046513979,7.11906046513979,0,0
"Late Erythroid","GYPB",6.51760690576727,6.51760690576727,0,0
"Late Erythroid","MYL4",6.46544936470958,6.46544936470958,0,0
"Late Erythroid","HBM",6.44866083277967,6.44866083277967,0,0
"Late Erythroid","HBQ1",6.40750829190511,6.40750829190511,0,0
"Late Erythroid","GYPA",6.28827424265894,6.28827424265894,0,0
"Late Erythroid","PKLR",6.19697890183672,6.19697890183672,0,0
"Late Erythroid","LINC01133",6.11419078600128,6.11419078600128,0,0
"Late Erythroid","KLF1",5.9299120102222,5.9299120102222,0,0
"Late Erythroid","HEMGN",5.871631199513,5.871631199513,0,0
"Late Erythroid","GFI1B",5.72862286389177,5.72862286389177,0,0
"Late Erythroid","NMU",5.71922863543043,5.71922863543043,0,0
"Late Erythroid","HBB",5.71162356120337,5.71162356120337,0,0
"Late Erythroid","ADD2",5.68678405521795,5.68678405521795,0,0
"Late Erythroid","FAM178B",5.68507293936354,5.68507293936354,0,0
"Late Erythroid","KCNH2",5.64134031785043,5.64134031785043,0,0
"Late Erythroid","HBA1",5.44619161046099,5.44619161046099,0,0
"Late Erythroid","ALAS2",5.24365249538655,5.24365249538655,0,0
"Late Erythroid","EPB42",5.1293175059481,5.1293175059481,0,0
"Late Erythroid","RFESD",5.10945183495763,5.10945183495763,0,0
"Late Erythroid","SMIM1",5.10278683333328,5.10278683333328,0,0
"Late Erythroid","HBD",5.05223500615009,5.05223500615009,0,0
"Late Erythroid","PRDX2",5.02987726996304,5.02987726996304,0,0
"Late Erythroid","PBK",4.93447670289686,4.93447670289686,0,0
"Late Erythroid","BLVRB",4.92768265348515,4.92768265348515,0,0
"Late Erythroid","CDC20",4.88282457735294,4.88282457735294,0,0
"Late Erythroid","HMBS",4.84860203603216,4.84860203603216,0,0
"Late Erythroid","GATA1",4.78572507805614,4.78572507805614,0,0
"Late Erythroid","HBA2",4.78212996089747,4.78212996089747,0,0
"Late Erythroid","SPTB",4.7763474664455,4.7763474664455,0,0
"Late Erythroid","DLGAP5",4.75933367194852,4.75933367194852,0,0
"Late Erythroid","CCNB1",4.57719771256504,4.57719771256504,0,0
"Late Erythroid","HES6",4.50635661503304,4.50635661503304,0,0
"Late Erythroid","EPCAM",4.49469371307684,4.49469371307684,0,0
"Late Erythroid","UBE2T",4.4670710627546,4.4670710627546,0,0
"Late Erythroid","HIST1H2AJ",4.44150620922548,4.44150620922548,4.51141024126533e-310,1.32870054425746e-305
"Late Erythroid","CCNB2",4.38222540594684,4.38222540594684,0,0
"Late Erythroid","HIST1H1B",4.37417689208104,4.37417689208104,0,0
"Late Erythroid","RHAG",4.37342778618104,4.37342778618104,0,0
"Late Erythroid","PCLAF",4.32919187215037,4.32919187215037,0,0
"Late Erythroid","HIST1H2AL",4.29083927717387,4.29083927717387,0,0
"Late Erythroid","CCNE1",4.2571379667674,4.2571379667674,5.11916884646885e-277,1.50769760866201e-272
"Late Erythroid","TST",4.2114382021476,4.2114382021476,0,0
"Late Erythroid","HIST1H3C",4.210830674152,4.210830674152,9.40019086124166e-146,2.76854421245289e-141
"Late Erythroid","UROD",4.1539755720869,4.1539755720869,0,0
"Late Erythroid","BIRC5",4.13623211848453,4.13623211848453,0,0
"Late Erythroid","FECH",4.11830939529942,4.11830939529942,0,0
"Late Erythroid","DEPDC1",4.08380984461505,4.08380984461505,9.26942965980422e-124,2.73003242340554e-119
"Late Erythroid","HIST1H4D",4.05319571131977,4.05319571131977,2.56142193978062e-191,7.54389989704189e-187
"Late Myeloid","MMP8",7.98526203604715,7.98526203604715,0,0
"Late Myeloid","LTF",7.60556699209711,7.60556699209711,0,0
"Late Myeloid","CAMP",7.47184609144227,7.47184609144227,0,0
"Late Myeloid","LCN2",7.21081371207754,7.21081371207754,0,0
"Late Myeloid","CRISP3",6.97313868128971,6.97313868128971,0,0
